vol,kod_kawasan,negeri,kawasan,uid,new_id,gelaran,nama,tahun_lahir,jantina,kumpulan_etnik,parti,jawatan_kabinet,jawatan_parlimen,gambar,remark
13,P019,Kelantan,Tumpat,3311,113,YB Dato',Kamarudin Jaffar,1952,male,bumiputera,PAS > PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P019.jpg,
13,P020,Kelantan,Pengkalan Chepa,3659,256,YB Dr.,Izani Bin Husin,1963,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P020.jpg,
13,P021,Kelantan,Kota Bharu,3661,257,YB Dato',Takiyuddin Bin Hassan,1962,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P021.jpg,
13,P022,Kelantan,Pasir Mas,3663,258,YB Tuan,Nik Mohamad Abduh Bin Nik Abdul Aziz,1970,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P022.jpg,
13,P023,Kelantan,Rantau Panjang,3318,116,YB Puan Hajah,Siti Zailah binti Mohd Yusoff,1963,female,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P023.jpg,
13,P024,Kelantan,Kubang Kerian,3665,259,YB Tuan,Ahmad Baihaki Bin Atiqullah,1974,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P024.jpg,
13,P025,Kelantan,Bachok,3667,260,YB Tuan,Ahmad Marzuk Shaary,1976,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P025.jpg,
13,P026,Kelantan,Ketereh,3324,118,YB Tan Sri Datuk Seri Panglima Haji,Annuar Bin Musa,1956,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P026.jpg,
13,P027,Kelantan,Tanah Merah,3670,261,YB Dato' Sri,Ikmal Hisham Bin Abdul Aziz,1965,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P027.jpg,
13,P028,Kelantan,Pasir Puteh,3672,262,YB Dato' Dr.,Nik Mazian Bin Nik Mohamad,1959,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P028.jpg,
13,P029,Kelantan,Machang,3673,263,YB Datuk,Ahmad Jazlan Bin Yaakub,1965,male,bumiputera,BN - UMNO,Timbalan Menteri Kemajuan Luar Bandar dan Wilayah,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P029.jpg,
13,P030,Kelantan,Jeli,2333,41,YB Dato' Sri,Mustapa bin Mohamed,1951,male,bumiputera,BN - UMNO,Menteri Perdagangan Antarabangsa dan Industri,,https://www.parlimen.gov.my/images/webuser/ahli/2013/jeli.jpg,
13,P031,Kelantan,Kuala Krai,3333,122,YB Dr.,Mohd. Hatta Md. Ramli,1957,male,bumiputera,PAS > AMANAH,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P031.jpg,
13,P032,Kelantan,Gua Musang,872,3,YB,Tengku Razaleigh Hamzah,1937,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P032.jpg,
13,P033,Terengganu,Besut,3676,264,YB Dato' Seri Haji,Idris Bin Jusoh,1956,male,bumiputera,BN - UMNO,Menteri Pendidikan Tinggi,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P033.jpg,
13,P034,Terengganu,Setiu,3678,265,YB Datuk,Che Mohamad Zulkifly Bin Jusoh,1960,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P034.jpg,
13,P035,Terengganu,Kuala Nerus,3680,266,YB Dato` Dr.,Mohd Khairuddin Bin Aman Razali,1974,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P035.jpg,
13,P036,Terengganu,Kuala Terengganu,3682,267,YB Dato',Raja Kamarul Bahrin Shah Bin Raja Ahmad,1955,male,bumiputera,PAS > AMANAH,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P036.jpg,
13,P037,Terengganu,Marang,1712,16,YB Dato' Seri Haji,Abdul Hadi Awang,1947,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P037.jpg,
13,P038,Terengganu,Hulu Terengganu,3684,268,YB Dato' Sri,Jailani Bin Johari,1966,male,bumiputera,BN - UMNO,Timbalan Menteri Komunikasi dan Multimedia,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P038.jpg,
13,P039,Terengganu,Dungun,3686,269,YB Tuan Haji,Wan Hassan Bin Mohd Ramli,1958,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P039.jpg,
13,P040,Terengganu,Kemaman,2986,78,YB Dato' Sri,Ahmad Shabery Bin Cheek,1959,male,bumiputera,BN - UMNO,Menteri Pertanian dan Industri Asas Tani,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P040.jpg,
13,P041,Pulau Pinang,Kepala Batas,3689,270,YB Dato' Sri,Reezal Merican Bin Naina Merican,1973,male,bumiputera,BN - UMNO,Timbalan Menteri Luar Negeri,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P041.jpg,
13,P042,Pulau Pinang,Tasek Gelugor,3692,271,YB Datuk Haji,Shabudin Bin Yahaya,1966,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P042.jpg,
13,P043,Pulau Pinang,Bagan,1839,19,YB Tuan,Lim Guan Eng,1961,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P043.jpg,
13,P044,Pulau Pinang,Permatang Pauh,4901,507,Y.B. Dato' Seri,Anwar bin Ibrahim,1952,male,bumiputera,PKR,,,,hilang kelayakan
13,P044,Pulau Pinang,Permatang Pauh,4901,507,YB Dato` Seri Dr.,Wan Azizah binti Wan Ismail,1952,female,bumiputera,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/wan_azizah.jpg,
13,P045,Pulau Pinang,Bukit Mertajam,3699,272,YB Tuan,Sim Chee Keong,1982,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/STEVEN-SIM.jpg,
13,P046,Pulau Pinang,Batu Kawan,3701,273,YB Puan,Kasthuriraani a/p Patto,1980,female,indian,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P046.jpg,
13,P047,Pulau Pinang,Nibong Tebal,3705,274,YB Dato',Mansor Bin Othman,1950,male,bumiputera,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P047.jpg,
13,P048,Pulau Pinang,Bukit Bendera,3706,275,YB Tuan,Zairil Khir Johari,1983,male,bumiputera,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P048.jpg,
13,P049,Pulau Pinang,Tanjong,3708,276,YB Tuan,Ng Wei Aik,1978,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P049.jpg,
13,P050,Pulau Pinang,Jelutong,3361,133,YB Tuan,Jeff Ooi Chuan Aun,1956,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P050.jpg,
13,P051,Pulau Pinang,Bukit Gelugor,848,2,Y.B. Tuan,Karpal Singh a/l Ram Singh,1941,male,other,DAP,,,,death
13,P051,Pulau Pinang,Bukit Gelugor,4080,357,YB Tuan,Ramkarpal Singh a/l Karpal Singh,1976,male,other,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/Ramkarpal_Singh.jpg,
13,P052,Pulau Pinang,Bayan Baru,3712,277,YB Tuan,Sim Tze Tzin,1976,male,chinese,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P052.jpg,
13,P053,Pulau Pinang,Balik Pulau,3714,278,YB Dato' Seri Dr.,Hilmi Bin Yahaya,1949,male,bumiputera,BN - UMNO,Timbalan Menteri Kesihatan,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P053.jpg,
13,P054,Perak,Gerik,3717,280,YB Dato',Hasbullah Bin Osman,1957,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P054.jpg,
13,P055,Perak,Lenggong,3369,136,YB Dato' Dr.,Shamsul Anuar bin Haji Nasarah,1967,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P055.jpg,
13,P056,Perak,Larut,3371,137,YB Dato' Seri,Hamzah bin Zainudin,1957,male,bumiputera,BN - UMNO,"Menteri Perdagangan Dalam Negeri, Koperasi dan Kepenggunaan",,https://www.parlimen.gov.my/images/webuser/ahli/2013/P056.jpg,
13,P057,Perak,Parit Buntar,2990,79,YB Dato' Dr.,Mujahid bin Yusof Rawa,1965,male,bumiputera,PAS > AMANAH,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P057.jpg,
13,P058,Perak,Bagan Serai,3724,281,YB Dato' Dr. Haji,Noor Azmi Bin Ghazali,1962,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P058.jpg,
13,P059,Perak,Bukit Gantang,2922,73,YB Tuan,Idris Bin Haji Ahmad,1964,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P059.jpg,
13,P060,Perak,Taiping,3376,139,YB Tuan,Nga Kor Ming,1972,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P060.jpg,
13,P061,Perak,Padang Rengas,2368,42,YB Dato' Seri,Mohamed Nazri Bin Abdul Aziz,1954,male,bumiputera,BN - UMNO,Menteri Pelancongan Dan Kebudayaan,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P061.jpg,
13,P062,Perak,Sungai Siput,3019,81,YB Dr.,Michael Jeyakumar Devaraj,1955,male,indian,PSM,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P062.jpg,
13,P063,Perak,Tambun,3380,140,YB Dato' Seri Haji,Ahmad Husni bin Mohamad Hanadzlah,1953,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P063.jpg,
13,P064,Perak,Ipoh Timur,3730,282,YB Tuan,Su Keong Siong,1967,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P064.jpg,
13,P065,Perak,Ipoh Barat,3383,141,YB Tuan,M. Kulasegaran,1957,male,indian,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P065.jpg,
13,P066,Perak,Batu Gajah,3733,283,YB Tuan,Sivakumar Varatharaju Naidu,1971,male,indian,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P066.jpg,
13,P067,Perak,Kuala Kangsar,3736,,Datuk Ar.,Wan Mohammad Khair-il Anuar Wan Ahmad,1960,male,bumiputera,BN - UMNO,,,,death
13,P067,Perak,Kuala Kangsar,4109,363,YB Datin,Mastura Binti Tan Sri Dato' Mohd Yazid,1962,female,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/DATIN MASTURA.JPG,
13,P068,Perak,Beruas,2081,26,YB Dato',Ngeh Koo Ham,1962,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P068.jpg,
13,P069,Perak,Parit,3738,284,YB Dato' Haji,Mohd Zaim Bin Abu Hasan,1951,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P069.jpg,
13,P070,Perak,Kampar,3740,285,YB Dr.,Ko Chung Sen,1969,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P070.jpg,
13,P071,Perak,Gopeng,3391,144,YB Dr.,Lee Boon Chye,1960,male,chinese,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P071.jpg,
13,P072,Perak,Tapah,3393,145,YB Datuk Seri,M. Saravanan,1968,male,indian,BN - MIC,Timbalan Menteri Belia Dan Sukan,,https://www.parlimen.gov.my/images/webuser/ahli/2013/DATUK M SARAVANAN.png,
13,P073,Perak,Pasir Salak,3395,146,YB Dato' Sri Haji,Tajuddin bin Abdul Rahman,1948,male,bumiputera,BN - UMNO,Timbalan Menteri Pertanian dan Industri Asas Tani,,https://www.parlimen.gov.my/images/webuser/ahli/2013/pasirsalak-s.jpg,
13,P074,Perak,Lumut,3745,286,YB Laksamana Pertama Haji,Mohamad Imran Bin Abdul Hamid (B),1955,male,bumiputera,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P074.jpg,
13,P075,Perak,Bagan Datuk,2393,43,YAB Dato' Seri Dr.,Ahmad Zahid Bin Hamidi,1953,male,bumiputera,BN - UMNO,Timbalan Perdana Menteri / Menteri Dalam Negeri,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P075.jpg,
13,P076,Perak,Telok Intan,3746,,,Seah Leong Peng,1967,male,chinese,DAP,,,,death
13,P076,Perak,Telok Intan,2709,60,YB Datuk Seri,Mah Siew Keong,1962,male,chinese,BN - GERAKAN,Menteri Perusahaan Perladangan dan Komoditi,,https://www.parlimen.gov.my/images/webuser/ahli/2013/teluk intan.jpg,
13,P077,Perak,Tanjong Malim,3399,148,YB Dato' Seri,Ong Ka Chuan,1955,male,chinese,BN - MCA,Menteri Perdagangan Antarabangsa dan Industri II,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P077.jpg,
13,P078,Pahang,Cameron Highlands,2113,27,YB Datuk Seri,Palanivel a/l K. Govindasamy,1949,male,indian,BN - MIC,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P078.jpg,
13,P079,Pahang,Lipis,3752,287,YB Dato' Haji,Abdul Rahman Bin Mohamad,1962,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P079.jpg,
13,P080,Pahang,Raub,3754,288,YB Dato',Mohd Ariff Sabri Bin Abdul Aziz,1957,male,bumiputera,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P080.jpg,
13,P081,Pahang,Jerantut,3756,289,YB Dato' Haji,Ahmad Nazlan Bin Idris,1958,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P081.jpg,
13,P082,Pahang,Indera Mahkota,2404,44,YB Dato',Fauzi Abdul Rahman,1947,male,bumiputera,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P082.jpg,
13,P083,Pahang,Kuantan,2716,61,YB Puan Hajah,Fuziah binti Salleh,1959,female,bumiputera,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P083.jpg,
13,P085,Pahang,Pekan,1216,6,YAB Dato' Sri,Mohd. Najib bin Tun Haji Abdul Razak,1954,male,bumiputera,BN - UMNO,Perdana Menteri Malaysia/Menteri Kewangan,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P085.jpg,
13,P086,Pahang,Maran,3413,154,YB Dato' Sri Haji,Ismail bin Abd. Muttalib,1955,male,bumiputera,BN - UMNO,Timbalan Menteri Sumber Manusia,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P086.jpg,
13,P087,Pahang,Kuala Krau,1613,10,YB Dato' Sri Haji,Ismail bin Mohamed Said,1966,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P087.jpg,
13,P088,Pahang,Temerloh,3414,155,YB Tuan Haji,Nasrudin Bin Hassan,1971,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P088.jpg,
13,P089,Pahang,Bentong,2721,62,YB Dato' Sri,Liow Tiong Lai,1962,male,chinese,BN - MCA,Menteri Pengangkutan,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P089.jpg,
13,P090,Pahang,Bera,3061,82,YB Dato' Sri,Ismail Sabri Bin Yaakob,1960,male,bumiputera,BN - UMNO,Menteri Kemajuan Luar Bandar dan Wilayah,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P090.jpg,
13,P091,Pahang,Rompin,3420,157,YB Dato' Seri Dr. Haji,Jamaludin bin Dato' Mohd Jarjis,1952,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/jamaludin.mohd jarjis[1].jpg,death
13,P091,Pahang,Rompin,4157,368,YB Dato` Sri,Hasan bin Arifin,1953,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/rompin.jpg,
13,P092,Selangor,Sabak Bernam,3768,291,YB Datuk Haji,Mohd Fasiah Bin Mohd Fakeh,1956,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P092.jpg,
13,P093,Selangor,Sungai Besar,3422,159,Y.B. Dato',Noriah binti Kasnon,1964,female,bumiputera,BN - UMNO,,,,death
13,P093,Selangor,Sungai Besar,4161,370,YB Tuan,Budiman Bin Mohd Zohdi,1972,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/YB Budiman bin Mohd Zohdi.jpg,
13,P094,Selangor,Hulu Selangor,3772,293,YB Datuk,P. Kamalanathan a/l P. Panchanathan,1966,male,indian,BN - MIC,Timbalan Menteri Pendidikan,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P094.jpg,
13,P095,Selangor,Tanjong Karang,2416,46,YB Tan Sri,Noh Bin Haji Omar,1958,male,bumiputera,BN - UMNO,"Menteri Kesejahteraan Bandar, Perumahan dan Kerajaan Tempatan",,https://www.parlimen.gov.my/images/webuser/ahli/2013/P095.jpg,
13,P096,Selangor,Kuala Selangor,3775,294,YB Dato' Sri Dr. Haji,Irmohizam Bin Haji Ibrahim,1976,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P096.jpg,
13,P097,Selangor,Selayang,3427,161,YB Tuan,William Leong Jee Keen,1957,male,chinese,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P097.jpg,
13,P098,Selangor,Gombak,3428,162,YB Dato' Seri,Mohamed Azmin bin Ali,1965,male,bumiputera,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P098.jpg,
13,P099,Selangor,Ampang,3431,163,YB Puan,Zuraida binti Kamaruddin,1958,female,bumiputera,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P099.jpg,
13,P100,Selangor,Pandan,3779,295,YB Tuan,Mohd Rafizi Ramli,1977,male,bumiputera,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P100.jpg,
13,P101,Selangor,Hulu Langat,3433,164,YB Dr.,Che Rosli Bin Che Mat,1952,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P101.jpg,
13,P102,Selangor,Serdang,3783,296,YB Dr.,Ong Kian Ming,1976,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P102.jpg,
13,P103,Selangor,Puchong,3436,166,YB Tuan,Gobind Singh Deo,1973,male,indian,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P103.jpg,
13,P104,Selangor,Kelana Jaya,3786,297,YB Tuan,Wong Chen,1969,male,chinese,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/wongchen.jpg,
13,P105,Selangor,Petaling Jaya Selatan,3440,168,YB Tuan,Hee Loy Sian,1971,male,chinese,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P105.jpg,
13,P106,Selangor,Petaling Jaya Utara,3441,169,YB Tuan,Tony Pua Kiam Wee,1973,male,bumiputera,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P106.jpg,
13,P107,Selangor,Subang,3443,170,YB Tuan,Sivarasa A/L K. Rasiah,1957,male,indian,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P107.jpg,
13,P108,Selangor,Shah Alam,3095,83,YB Tuan,Khalid bin Abd. Samad,1957,male,bumiputera,PAS > AMANAH,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P108.jpg,
13,P109,Selangor,Kapar,3798,298,YB Tuan,Manivannan A/L Gowindasamy,1975,male,indian,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P109.jpg,
13,P110,Selangor,Klang,3447,172,YB Tuan,Charles Anthony Santiago,1961,male,indian,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P110.jpg,
13,P111,Selangor,Kota Raja,3449,173,YB Dr. Hajah,Siti Mariah binti Mahmud,1958,female,bumiputera,PAS > AMANAH,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P111-KOTARAJA.jpg,
13,P112,Selangor,Kuala Langat,3451,174,YB Dato',Abdullah Sani bin Abdul Hamid,1962,male,bumiputera,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P112.jpg,
13,P113,Selangor,Sepang,2501,50,YB Tuan,Mohamed Hanipa Maidin,1969,male,bumiputera,PAS > AMANAH,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P113.jpg,
13,P114,WP Kuala Lumpur,Kepong,1238,8,YB Dr.,Tan Seng Giaw,1943,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P114.jpg,
13,P115,WP Kuala Lumpur,Batu,2789,65,YB Tuan,Chua Tian Chang @ Tian Chua,1964,male,chinese,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P115.jpg,
13,P116,WP Kuala Lumpur,Wangsa Maju,2447,48,YB Dato' Dr.,Tan Kee Kwong,1947,male,chinese,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P116.jpg,
13,P117,WP Kuala Lumpur,Segambut,3456,176,YB Tuan,Lim Lip Eng,1972,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P117.jpg,
13,P118,WP Kuala Lumpur,Setiawangsa,3815,299,YB Dato',Ahmad Fauzi Bin Zahari,1964,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P118.jpg,
13,P119,WP Kuala Lumpur,Titiwangsa,3816,300,YB Datuk Seri,Johari bin Abdul Ghani,1964,male,bumiputera,BN - UMNO,Menteri Kewangan II,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P119.jpg,
13,P120,WP Kuala Lumpur,Bukit Bintang,2128,29,YB Tuan,Fong Kui Lun,1946,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P120.jpg,
13,P121,WP Kuala Lumpur,Lembah Pantai,3464,179,YB Puan,Nurul Izzah binti Anwar,1980,female,bumiputera,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P121.jpg,
13,P122,WP Kuala Lumpur,Seputeh,2769,63,YB Puan,Teresa Kok Suh Sim,1964,female,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/TeresaKok.JPG,
13,P123,WP Kuala Lumpur,Cheras,1825,18,YB Tuan,Tan Kok Wai,1957,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P123.jpg,
13,P124,WP Kuala Lumpur,Bandar Tun Razak,3467,180,YB Tan Sri Dato' Seri,Abd Khalid bin Ibrahim,1947,male,bumiputera,PKR > BEBAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P124.jpg,
13,P125,WP Putrajaya,Putrajaya,3468,181,YB Datuk Seri,Tengku Adnan bin Tengku Mansor,1951,male,bumiputera,BN - UMNO,Menteri Wilayah Persekutuan,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P125.jpg,
13,P126,Negeri Sembilan,Jelebu,3827,,YB Dato' Haji,Zainudin bin Ismail,1960,male,bumiputera,BN - UMNO,,,,death
13,P126,Negeri Sembilan,Jelebu,9999999,573,,,,,,,,,,kosong
13,P127,Negeri Sembilan,Jempol,3830,301,YB Tan Sri,Mohd Isa Bin Abdul Samad,1950,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P127.jpg,
13,P128,Negeri Sembilan,Seremban,3477,185,YB Tuan,Loke Siew Fook,1977,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P128.jpg,
13,P129,Negeri Sembilan,Kuala Pilah,3474,184,YB Dato' Sri,Hasan bin Malek,1946,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P129.jpg,
13,P130,Negeri Sembilan,Rasah,3835,302,YB Tuan,Teo Kok Seong,1980,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P130.jpg,
13,P131,Negeri Sembilan,Rembau,3478,186,YB Brig Jen,Khairy Jamaluddin,1976,male,bumiputera,BN - UMNO,Menteri Belia dan Sukan,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P131.jpg,
13,P132,Negeri Sembilan,Telok Kemang,3480,187,YB Dato',Kamarul Baharin bin Abbas,1948,male,bumiputera,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P132.jpg,
13,P133,Negeri Sembilan,Tampin,2778,64,YB Datuk Seri,Shaziman Abu Mansor,1964,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P133.jpg,
13,P134,Melaka,Masjid Tanah,3840,303,YB Datuk Wira Hajjah,Mas Ermieyati Binti Haji Samsudin,1976,female,bumiputera,BN - UMNO,Timbalan Menteri Pelancongan dan Kebudayaan,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P134.jpg,
13,P135,Melaka,Alor Gajah,3843,304,YB Datuk,Koh Nai Kwong,1961,male,chinese,BN - MCA,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P135.jpg,
13,P136,Melaka,Tangga Batu,3844,305,YB Datuk Wira Dr.,Abu Bakar Bin Mohamad Diah,1959,male,bumiputera,BN - UMNO,"Timbalan Menteri Sains, Teknologi dan Inovasi",,https://www.parlimen.gov.my/images/webuser/ahli/2013/P136.jpg,
13,P137,Melaka,Bukit Katil,3142,84,YB Tuan,Shamsul Iskandar @ Yusre Bin Mohd Akin,1975,male,bumiputera,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P137.jpg,
13,P138,Melaka,Kota Melaka,3489,191,YB,Sim Tong Him,1949,male,chinese,DAP > BEBAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P138.jpg,
13,P139,Melaka,Jasin,3491,192,YB Datuk Seri Haji,Ahmad bin Hamzah,1949,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P139.jpg,
13,P140,Johor,Segamat,985,4,YB Datuk Seri Dr.,S. Subramaniam,1953,male,indian,BN - MIC,Menteri Kesihatan,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P140.jpg,
13,P141,Johor,Sekijang,3849,306,YB Tuan,Anuar Bin Abd. Manap,1977,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P141.jpg,
13,P142,Johor,Labis,3493,194,YB Datuk,Chua Tee Yong,1977,male,chinese,BN - MCA,Timbalan Menteri Perdagangan Antarabangsa dan Industri,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P142.jpg,
13,P143,Johor,Pagoh,2797,66,YB Tan Sri Dato' Haji,Muhyiddin bin Mohd. Yassin,1947,male,bumiputera,PPBM,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P143.jpg,
13,P144,Johor,Ledang,3153,86,YB Datuk Ir. Dr. Haji,Hamim Bin Samuri,1958,male,bumiputera,BN - UMNO,Timbalan Menteri Sumber Asli dan Alam Sekitar,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P144.jpg,
13,P145,Johor,Bakri,3497,195,YB Tuan,Er Teck Hwa,1973,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P145.jpg,
