vol,kod_kawasan,negeri,kawasan,gelaran,nama,tahun_lahir,jantina,kumpulan_etnik,parti,jawatan_kabinet,jawatan_parlimen,gambar,remarks,id
4,P060,Perak,Lumut,Tuan,Richard Ho Ung Hun,,male,chinese,BN - MCA,,,,,753
4,P034,Terengganu,Kemaman,,Abdul Manan Bin Othman,,male,bumiputera,BN - UMNO,,,,,42
4,P133,Sarawak,Santubong,Dr,Sulaiman Bin Haji Daud,,male,bumiputera,BN - PBB,,,,,834
5,P084,WP Kuala Lumpur,Kepong,Dato' Dr.,Tan Tiong Hong,,male,chinese,BN - Gerakan,,,,,872
4,P045,Perak,Larut,Datuk Sri Haji,Kamaruddin Bin Haji Mat Isa,,male,bumiputera,BN - UMNO,,,,,404
4,P047,Perak,Bagan Serai,Tuan Haji,Ramli Bin Omar,,male,bumiputera,BN - UMNO,,,,,744
4,P068,Pahang,Raub,Tuan,Abdullah Bin Majid,,male,bumiputera,BN - UMNO,,,,,78
4,P086,WP Kuala Lumpur,Damanasara,Tuan,S. Subramaniam,,male,indian,BN - MIC,,,,,770
4,P032,Terengganu,Kuala Terengganu,Tuan,Mustapha Bin Ali,,male,bumiputera,BN - PAS,,,,,646
6,P049,Perak,Taiping,Dato',Paul Leong Khee Seong,,male,chinese,BN - Gerakan,,,,,707
4,P106,Johor,Muar,Dr,Neo Yee Pan,,male,chinese,BN - MCA,,,,,656
4,P067,Pahang,Kuantan,Tuan,Mohd. Ali Bin M. Sharif,,male,bumiputera,BN - UMNO,,,,,595
4,P089,Negeri Sembilan,Jelebu,Tuan,Rais Bin Yatim,,male,bumiputera,BN - UMNO,,,,,735
4,P017,Kelantan,Pengkalan Chepa,Tuan Haji,Nik Abdul Aziz Bin Nik Mat,,male,bumiputera,BN - PAS,,,,,670
4,P051,Perak,Padang Rengas,Tan Sri,Abdul Aziz Bin Yeop,,male,bumiputera,BN - UMNO,,,,,16
4,P111,Johor,Batu Pahat,Tuan,Abdul Jalal Bin Haji Abu Bakar,,male,bumiputera,BN - UMNO,,,,,32
4,P143,Sarawak,Payang,Datuk Patinggi Haji,Abdul Rahman Bin Ya'kub,,male,bumiputera,BN - PBB,,,,,55
4,P129,Sabah,Ulu Padas,Tuan Haji,Abdul Rashid Bin Haji Jais,,male,bumiputera,BN - USNO,,,,,59
4,P033,Terengganu,Dungun,Tuan Haji,Abdul Wahab Bin Yunus,,male,bumiputera,BN - PAS,,,,,71
4,P149,Sarawak,Kapit,Penghulu,Abit Anak Angkin,,male,bumiputera,BN - PBB,,,,,81
4,P061,Perak,Hilir Perak,Tuan,Abu Bakar Bin Arshad,,male,bumiputera,BN - UMNO,,,,,82
4,P096,Melaka,Jasin,Tuan Haji,Ahmad Bin Haji Ithnin,,male,bumiputera,BN - UMNO,,,,,101
4,P124,Sabah,Kinabatangan,,Pengiran Ahmad Bin Pengiran Indar,,male,bumiputera,BN - USNO,,,,,709
4,P005,Kedah,Padang Terap,Tuan Haji,Ahmad Shukri Bin Haji Abd. Shukor,,male,bumiputera,BN - PAS,,,,,115
4,P118,Sabah,Labuk Sugut,Tuan,Ajad Bin O.T.Oyung,,male,bumiputera,BN - USNO,,,,,122
4,P037,Pulau Pinang,Permatang Pauh,Tuan,Ariffin Bin Haji Daud,,male,bumiputera,BN - UMNO,,,,,142
6,P039,Pulau Pinang,Nibong Tebal,Dr,Goh Cheng Teik,,male,chinese,BN - Gerakan,,,,,276
4,P015,Kedah,Kulim Bandar Bahru,Tuan,Azahari Bin Md. Taib,,male,bumiputera,BN - UMNO,,,,,153
4,P059,Perak,Batang Padang,Tuan,Azharul Abidin Bin Haji Abdul Rahim,,male,bumiputera,BN - UMNO,,,,,155
4,P119,Sabah,Tuaran,Tuan,Buja Bin Gumbilai,,male,bumiputera,BN - USNO,,,,,175
4,P091,Negeri Sembilan,Seremban,Dr,Chen Man Hin,,male,chinese,DAP,,,,,199
4,P058,Perak,Batu Gajah,Tuan,Chian Heng Kai,,male,chinese,DAP,,,,,207
4,P142,Sarawak,Sarikei,Tuan,Chieng Tiong Kai @ Chieng Sie Lung,,male,chinese,BN - SUPP,,,,,208
4,P107,Johor,Rengam,Tuan,Chin Hon Ngian,,male,chinese,BN - MCA,,,,,213
4,P136,Sarawak,Serian,Tuan,Richard Dampeng Anak Laki,,male,bumiputera,BN - SUPP,,,,,752
4,P138,Sarawak,Batang Lupar,Tuan,Edwin Anak Tangkun,,male,bumiputera,SNAP,,,,,243
4,P103,Johor,Ledang,Tuan,Embong Bin Yahya,,male,bumiputera,BN - UMNO,,,,,245
4,P055,Perak,Menglembu,Tuan,Fan Yew Teng,,male,chinese,DAP,,,,,251
4,P088,WP Kuala Lumpur,Sungai Besi,Tuan,Farn Seong Than,,male,chinese,DAP,,,,,252
4,P071,Pahang,Pekan,,Mohd. Najib Bin Tun Haji Abdul Razak,,male,bumiputera,BN - UMNO,,,,,587
4,P110,Johor,Semerah,Datin Hajjah,Fatimah Binti Haji Abdul Majid,,female,bumiputera,BN - UMNO,,,,,253
4,P137,Sarawak,Simunjan,Tuan Haji,Hadadak Bin Haji D. Pasauk,,male,bumiputera,BN - PBB,,,,,282
4,P050,Perak,Matang,Tuan,Hashim Bin Ghazali,,male,bumiputera,BN - UMNO,,,,,301
4,P031,Terengganu,Kuala Nerus,Datuk,Nik Hassan Bin Abdul Rahman,,male,bumiputera,BN - UMNO,,,,,673
4,P002,Perlis,Arau,Tuan,Syed Hassan Bin Syed Mohamed,,male,bumiputera,BN - UMNO,,,,,845
4,P105,Johor,Ayer Hitam,Dr.,Hee Tien Lai @ Hee Ten Lai,,male,chinese,BN - MCA,,,,,312
4,P077,Selangor,Selayang,,Rosemary Chow Poh Kheng,,female,chinese,BN - MCA,,,,,221
4,P069,Pahang,Maran,Tuan,Hishamuddin Bin Haji Yahaya,,male,bumiputera,BN - UMNO,,,,,318
4,P108,Johor,Panti,Tan Sri,Syed Ja'afar Albar,,male,bumiputera,BN - UMNO,,,,death,847
4,P114,Johor,Johor Bharu,Tuan,Ja'afar Bin Hamzah,,male,bumiputera,BN - UMNO,,,,,359
4,P074,Selangor,Tanjong Karang,Tuan Haji,Jamil Bin Ishak,,male,bumiputera,BN - UMNO,,,,,369
4,P145,Sarawak,Rajang,Tuan,Jawan Anak Empaling,,male,bumiputera,BN - SUPP,,,,,372
4,P139,Sarawak,Lubok Antu,Tuan,Jonathan Narwin Anak Jinggong,,male,bumiputera,SNAP,,,,,381
4,P141,Sarawak,Saratok,Tuan,Edmund Langgu Anak Saga,,male,bumiputera,SNAP,,,,,241
4,P146,Sarawak,Mukah,Tuan,Latip Bin Haji Dris,,male,bumiputera,BN - PBB,,,,,432
4,P090,Negeri Sembilan,Mantin,Tuan,Lee Boon Peng,,male,chinese,BN - MCA,,,,,438
4,P087,WP Kuala Lumpur,Kuala Lumpur Bandar,Tuan,Lee Lam Thye,,male,chinese,DAP,,,,,444
4,P148,Sarawak,Kanowit,Tuan,Leo Moggie Anak Irok,,male,bumiputera,SNAP,,,,,449
4,P080,Selangor,Shah Alam,Tuan,Lew Sip Hon,,male,chinese,BN - MCA,,,,,452
4,P140,Sarawak,Betong,Tuan,Liben Anak Kato @ Wairy Leben Anak Kato,,male,bumiputera,BN - PBB,,,,,453
4,P014,Kedah,Padang Serai,Tuan,Lim Kian Hoon,,male,chinese,BN - MCA,,,,,467
4,P054,Perak,Ipoh,Tuan,Lim Cho Hock,,male,chinese,DAP,,,,,459
6,P062,Perak,Telok Anson,Tuan,Au How Cheong,,male,chinese,BN - Gerakan,,,,,147
4,P098,Melaka,Kota Melaka,Tuan,Lim Kit Siang,,male,chinese,DAP,,,,,469
4,P123,Sabah,Sandakan,Datuk,Lim Pui Ho,,male,chinese,BN - SCA,,,,,473
4,P036,Pulau Pinang,Mata Kuching,Dr,Ling Liong Sik,,male,chinese,BN - MCA,,,,,479
4,P077,Selangor,Selayang,Tuan,Walter Loh Poh Khan,,male,chinese,BN - MCA,,,,death,914
4,P121,Sabah,Gaya,Datuk,Peter Lo Su Yin,,male,chinese,BN - SCA,,,,,714
4,P153,Sarawak,Baram,Tuan,Luhat Wan,,male,bumiputera,SNAP,,,,,487
4,P029,Terengganu,Ulu Nerus,Tuan,Lukman Bin Abdul Kadir,,male,bumiputera,BN - PAS,,,,,488
4,P116,Sabah,Bandau,Tuan,Madina Bin Unggut,,male,bumiputera,BN - USNO,,,,,495
4,P041,Pulau Pinang,Bukit Bendera,Datuk,Albert Mah,,male,chinese,BN - MCA,,,,,125
4,P063,Perak,Tanjong Malim,Tuan,Mak Hon Kam,,male,chinese,BN - MCA,,,,,505
4,P117,Sabah,Kota Belud,Tan Sri,Mohamed Said Bin Keruak,,male,bumiputera,BN - USNO,,,,,565
4,P035,Pulau Pinang,Kepala Batas,Tuan,Mohamed Sopiee Bin Sheikh Ibrahim,,male,bumiputera,BN - UMNO,,,,,567
4,P057,Perak,Parit,Tuan,Mohd. Bakri Bin Abdul Rais,,male,bumiputera,BN - UMNO,,,,,599
4,P085,WP Kuala Lumpur,Setapak,Tuan,Mohd. Idris Bin Haji Ibrahim,,male,bumiputera,BN - UMNO,,,,,603
4,P128,Sabah,Silam,Tuan,Mohd. Salleh Bin Datuk Panglima Abdullah,,male,bumiputera,BN - USNO,,,,,613
4,P108,Johor,Panti,,Saadun Muhammad Noh,,male,bumiputera,BN - UMNO,,,,,775
4,P126,Sabah,Hilir Padas,Tuan Haji,Mohd. Taufeck Bin O.K.K. Haji Asneh,,male,bumiputera,BN - USNO,,,,,582
4,P020,Kelantan,Bachok,Tuan Haji,Mohd. Zain Bin Abdullah,,male,bumiputera,BN - PAS,,,,,626
4,P030,Terengganu,Ulu Terengganu,Datuk,Engku Muhsein Bin Abdul Kadir,,male,bumiputera,BN - UMNO,,,,,247
4,P115,Sabah,Marudu,Tun Datu Haji,Mustapha Bin Datu Harun,,male,bumiputera,BN - USNO,,,,,647
4,P112,Johor,Pontian,,Ikhwan Bin Nasir,,male,bumiputera,BN - UMNO,,,,,344
4,P003,Kedah,Jerlun,Datuk,Syed Nahar Bin Tun Syed Sheh Shahabuddin,,male,bumiputera,BN - UMNO,,,,,848
4,P104,Johor,Pagoh,Tan Sri,Syed Nasir Bin Ismail,,male,bumiputera,BN - UMNO,,,,,849
4,P076,Selangor,Kuala Selangor,,Raja Nasron Bin Raja Ishak,,male,bumiputera,BN - UMNO,,,,,738
4,P053,Perak,Kinta,Tuan,Ngan Siong Hin,,male,chinese,DAP,,,,,667
4,P016,Kelantan,Tumpat,Tengku,Noor Asiah Binti Tengku Ahmad,,female,bumiputera,BN - UMNO,,,,,678
4,P081,Selangor,Petaling,Tuan,Oh Keng Seng,,male,chinese,DAP,,,,,684
4,P052,Perak,Kuala Kangsar,Puan,Oon Zariah Binti Abu Bakar,,female,bumiputera,BN - UMNO,,,,,694
4,P007,Kedah,Alor Setar,Tuan,Oo Gin Sun,,male,chinese,BN - MCA,,,,,693
4,P130,Sabah,Tawau,Tuan,Pang Sui Chee @ Alex Pang,,male,chinese,BN - SCA,,,,,703
4,P093,Negeri Sembilan,Telok Kemang,Tuan,K.Pathamanaban,,male,indian,BN - MIC,,,,,396
4,P131,Sarawak,Bau,Tuan,Patrick Anek Uren,,male,bumiputera,SNAP,,,,,706
4,P154,Sarawak,Limbang,Tuan,Racha Umong,,male,bumiputera,BN - PBB,,,,,725
6,P056,Perak,Beruas,Dato,Michael Chen Wing Sum,,male,chinese,BN - Gerakan,,,,,525
4,P125,Sabah,Kimanis,,A. K. Aliuddin Bin Pengiran Haji Mohd. Tahir,,male,bumiputera,BEBAS,,,,,1
4,P027,Kelantan,Ulu Kelantan,Tengku,Razaleigh Bin Tengku Mohd. Hamzah,,male,bumiputera,BN - UMNO,,,,,748
4,P048,Perak,Sungai Siput,Tuan,S. Samy Vellu,,male,indian,BN - MIC,,,,,768
4,P011,Kedah,Jerai,Tuan,Sanusi Bin Junid,,male,bumiputera,BN - UMNO,,,,,788
4,P006,Kedah,Kuala Kedah,Datuk,Senu Bin Abdul Rahman,,male,bumiputera,BN - UMNO,,,,,795
4,P001,Perlis,Kangar,Tuan,Shaari Bin Jusoh,,male,bumiputera,BN - UMNO,,,,,800
4,P010,Kedah,Baling,Tuan Haji,Shafie Bin Abdullah,,male,bumiputera,BN - UMNO,,,,,801
4,P044,Perak,Gerik,Tuan,Shamsuddin Bin Din,,male,bumiputera,BN - UMNO,,,,,807
4,P040,Pulau Pinang,Balik Pulau,Tuan,Shamsuri Bin Md. Salleh,,male,bumiputera,BN - UMNO,,,,,808
4,P150,Sarawak,Ulu Rajang,Tuan,Sibat Anak Tagong @ Sibut Miyut Anak Tagong,,male,bumiputera,SNAP,,,,,814
4,P147,Sarawak,Julau,Tuan,Thomas Salang Siden,,male,bumiputera,SNAP,,,,,886
4,P083,Selangor,Sepang,Tuan Haji,Suhaimi Bin Datuk Haji Kamaruddin,,male,bumiputera,BN - UMNO,,,,,830
4,P025,Kelantan,Pasir Puteh,Tuan,Wan Sulaiman Bin Haji Ibrahim,,male,bumiputera,BN - PAS,,,,,932
4,P046,Perak,Parit Buntar,Tuan,Sulaiman Bin Haji Taib,,male,bumiputera,BN - UMNO,,,,,835
4,P056,Perak,Beruas,Tuan,Su Liang Yu,,male,chinese,BN - PPP,,,,,828
4,P125,Sabah,Kimanis,,Pengiran Tahir Bin Pengiran Patera,,male,bumiputera,BN - USNO,,,,death,711
4,P084,WP Kuala Lumpur,Kepong,Dr,Tan Chee Khoon,,male,chinese,Pekemas,,,,,860
4,P038,Pulau Pinang,Bukit Mertajam,Tuan,Tan Cheng Bee,,male,chinese,BN - MCA,,,,,861
4,P151,Sarawak,Bintulu,Tuan,Ting Ling Kiew,,male,chinese,SNAP,,,,,894
4,P144,Sarawak,Bandar Sibu,Tuan,Wee Ho Soon,,male,chinese,BN - SUPP,,,,,938
4,P152,Sarawak,Miri,Tuan,Yang Siew Siang,,male,chinese,BN - SUPP,,,,,954
4,P135,Sarawak,Padawan,Datuk,Stephen Yong Kuet Tze,,male,chinese,BN - SUPP,,,,,827
4,P009,Kedah,Ulu Muda,Tuan Haji,Yusof Rawa @ Haji Yusuf Bin Haji Abdullah,,male,bumiputera,BN - PAS,,,,,976
4,P018,Kelantan,Pasir Mas,Tengku,Zaid Al Haj Bin Tengku Ahmad,,male,bumiputera,BN - PAS,,,,,978
4,P013,Kedah,Sungai Petani,Puan,Wan Zainab Binti M.A. Bakar,,female,bumiputera,BN - UMNO,,,,,935
4,P028,Terengganu,Besut,Tuan,Zakaria Bin Haji Abdul Rahman,,male,bumiputera,BN - UMNO,,,,,987
4,P021,Kelantan,Rantau Panjang,Tuan Haji,Zakaria Bin Ismail,,male,bumiputera,BN - PAS,,,,,989
4,P127,Sabah,Keningau,Tuan,Stephen Robert Evans,,male,bumiputera,BN - USNO,,,,,826
4,P101,Johor,Kluang,Tuan,Loh Fook Yen,,male,chinese,BN - MCA,,,,,483
4,P012,Kedah,Kuala Muda,Tuan Haji,Mohamed Khir Johari,,male,bumiputera,BN - UMNO,,,,,558
4,P026,Kelantan,Kuala Krai,Tuan,Mohd. Zahari Bin Awang,,male,bumiputera,BN - PAS,,,,,623
4,P122,Sabah,Penampang,Tuan,James Stephen Tibok,,male,bumiputera,BN - USNO,,,,,367
5,,,,Tan Sri Dato',Syed Nasir Bin Ismail,,male,bumiputera,,,Yang Dipertua Dewan Rakyat,,,849
5,P109,Johor,Sri Gading,Y.A.B. Dato',Hussein Onn,,male,bumiputera,BN - UMNO,Perdana Menteri,,,,338
5,P004,Kedah,Kubang Pasu,Y.A.B. Dato' Seri Dr.,Mahathir Bin Mohamad,,male,bumiputera,BN - UMNO,Timbalan Perdana Menteri,,,,500
5,P100,Johor,Segamat,Dato',Lee San Choon,,male,chinese,BN - MCA,,,,,445
5,P079,Selangor,Pelabuhan Kelang,Tan Sri,V. Manickavasagam,,male,indian,BN - MIC,,,,death,906
5,P072,Pahang,Temerloh,Dato' Seri Haji,Hamzah Bin Haji Abdul Samah,,male,bumiputera,BN - UMNO,,,,,286
5,P132,Sarawak,Bandar Kuching,Tan Sri,Ong Kee Hui,,male,chinese,BN - SUPP,,,,,687
5,P065,Pahang,Lipis,Tan Sri Haji,Muhammad Ghazali Bin Shafie,,male,bumiputera,BN - UMNO,,,,,640
5,P102,Johor,Tenggaroh,Tan Sri Dato' Haji,Abdul Kadir Bin Yusof,,male,bumiputera,BN - UMNO,,,,,35
5,P082,Selangor,Kuala Langat,Datin Paduka Hajah,Aishah Binti Haji Abdul Ghani,,female,bumiputera,BN - UMNO,,,,,121
5,P134,Sarawak,Samarahan,Datuk Amar Haji,Abdul Taib Bin Mahmud,,male,bumiputera,BN - PBB,,,,,69
5,P019,Kelantan,Kota Baru,YM Tengku Dato',Ahmad Rithauddeen Al Haj Bin Tengku Ismail,,male,bumiputera,BN - UMNO,,,,,112
6,P042,Pulau Pinang,Tanjong,Dr,Koh Tsu Koon,,male,chinese,BN - Gerakan,,,,,423
5,P099,Johor,Labis,Dato',Musa Bin Hitam,,male,bumiputera,BN - UMNO,,,,,644
5,P027,Kelantan,Ulu Kelantan,YM Tengku Tan Sri,Razaleigh Hamzah,,male,bumiputera,BN - UMNO,,,,,748
5,P089,Negeri Sembilan,Jelebu,Datuk,Abdul Samad Bin Idris,,male,bumiputera,BN - UMNO,,,,,66
5,P097,Melaka,Batu Berendam,Tan Sri,Chong Hon Nyan,,male,chinese,BN - MCA,,,,,218
5,P066,Pahang,Jerantut,Dato',Shariff Ahmad,,male,bumiputera,BN - UMNO,,,,,809
5,P113,Johor,Pulai,Dato',Mohamed Bin Rahmat,,male,bumiputera,BN - UMNO,,,,,545
5,P060,Perak,Lumut,Dato',Richard Ho Ung Hun,,male,chinese,BN - MCA,,,,,753
7,P062,Perak,Beruas,Dato' Dr.,Lim Keng Yaik,,male,chinese,BN - Gerakan,,,,,466
5,P032,Terengganu,Kuala Terengganu,Tuan,Abdul Manan Bin Othman,,male,bumiputera,BN - UMNO,,,,,42
5,P148,Sarawak,Kanowit,Tuan,Leo Moggie Anak Irok,,male,bumiputera,BN - SNAP,,,,,449
5,P045,Perak,Larut,Dato' Sri Haji,Kamaruddin Bin Mohd. Isa,,male,bumiputera,BN - UMNO,,,,,404
5,P070,Pahang,Bentong,Dato',Chan Siang Sun,,male,chinese,BN - MCA,,,,,188
5,P094,Negeri Sembilan,Tampin,Dato',Mokhtar Bin Haji Hashim,,male,bumiputera,BN - UMNO,,,,,630
5,P133,Sarawak,Santubong,Dr.,Sulaiman Bin Haji Daud,,male,bumiputera,BN - PBB,,,,,834
5,P047,Perak,Bagan Serai,Dato' Haji,Ramli Bin Omar,,male,bumiputera,BN - UMNO,,,,,744
7,P097,WP Kuala Lumpur,Batu,Dato',Alexander Yu Lung Lee,,male,chinese,BN - Gerakan,,,,,127
5,P106,Johor,Muar,Dato' Dr.,Neo Yee Pan,,male,chinese,BN - MCA,,,,,656
5,P067,Pahang,Kuantan,Tuan,Mohd. Ali Bin M. Shariff,,male,bumiputera,BN - UMNO,,,,,595
5,P141,Sarawak,Saratok,Tuan,Edmund Langgu Anak Saga,,male,bumiputera,BN - SNAP,,,,,241
5,P077,Selangor,Selayang,Puan,Rafidah Aziz,,female,bumiputera,BN - UMNO,,,,,728
5,P093,Negeri Sembilan,Teluk Kemang,Tuan,K. Pathmanaban,,male,indian,BN - MIC,,,,,396
5,P080,Selangor,Shah Alam,Dato',Lew Sip Hon,,male,chinese,BN - MCA,,,,,452
5,P146,Sarawak,Mukah,Tuan Haji,Salleh Jafaruddin,,male,bumiputera,BN - PBB,,,,resign,783
5,P036,Pulau Pinang,Mata Kuching,Dr.,Ling Liong Sik,,male,chinese,BN - MCA,,,,,479
5,P028,Terengganu,Besut,Tuan Haji,Zakaria Bin Haji Abdul Rahman,,male,bumiputera,BN - UMNO,,,,,987
5,P005,Kedah,Padang Terap,Dato' Seri,Syed Ahmad Al Haj Bin Syed Mahmud Shahabuddin,,male,bumiputera,BN - UMNO,,,,,840
5,P029,Terengganu,Ulu Nerus,Dato',Abdullah Bin Abdul Rahman,,male,bumiputera,BN - UMNO,,,,,73
5,P003,Kedah,Jerlun Langkawi,Tuan,Sanusi Bin Junid,,male,bumiputera,BN - UMNO,,,,,788
5,P048,Perak,Sungai Siput,Tuan,S. Samy Vellu,,male,indian,BN - MIC,,,,,768
5,P063,Perak,Tanjung Malim,Tuan,Mak Hon Kam,,male,chinese,BN - MCA,,,,,505
5,P071,Pahang,Pekan,Dato',Mohd. Najib Bin Tun Haji Abdul Razak,,male,bumiputera,BN - UMNO,,,,,587
5,P026,Kelantan,Kuala Krai,Dr.,Nik Hussein Bin Haji Wan Abdul Rahman,,male,bumiputera,BN - UMNO,,,,,674
5,P122,Sabah,Penampang,Tuan,Clarence E. Mansul,,male,bumiputera,BN - BERJAYA,,,,,226
5,P131,Sarawak,Mas Gading,Tuan,Patrick Anek Uren,,male,bumiputera,BN - SNAP,,,,,706
5,P153,Sarawak,Baram,Tuan,Luhat Wan,,male,bumiputera,BN - SNAP,,,,,487
5,P145,Sarawak,Rajang,Tuan,Jawan Anak Empaling,,male,bumiputera,BN - SUPP,,,,,372
5,P111,Johor,Batu Pahat,Dato',Abdul Jalal Bin Haji Abu Bakar,,male,bumiputera,BN - UMNO,,,,,32
5,P103,Johor,Ledang,Dato',Embong Bin Yahya,,male,bumiputera,BN - UMNO,,,,,245
5,P114,Johor,Johor Bahru,Tuan,Shahrir Bin Abdul Samad,,male,bumiputera,BN - UMNO,,,,,805
5,P035,Pulau Pinang,Kepala Batas,Tuan,Abdullah Bin Haji Ahmad,,male,bumiputera,BN - UMNO,,,,,75
5,P076,Selangor,Kuala Selangor,Tuan,Abu Hassan Bin Haji Omar,,male,bumiputera,BN - UMNO,,,,,89
5,P046,Perak,Parit Buntar,Tuan,Idris Bin Abdul Rauf,,male,bumiputera,BN - UMNO,,,,,341
5,P095,Melaka,Alor Gajah,Tuan,Abdul Rahim Bin Datuk Tamby Chik,,male,bumiputera,BN - UMNO,,,,,46
5,P121,Sabah,Gaya,Tuan,William Lye Chee Hien,,male,chinese,BN - BERJAYA,,,,,941
5,P024,Kelantan,Machang,Tuan,Mohd. Kassim @ Yahya Bin Ahmad,,male,bumiputera,BN - UMNO,,,,,606
5,P116,Sabah,Bandau,Tuan,Abah Bin Mengimbal @ George Abah,,male,bumiputera,BN - BERJAYA,,,,,5
5,P096,Melaka,Jasin,Tuan,Abdul Ghafar Bin Baba,,male,bumiputera,BN - UMNO,,,,,18
5,P124,Sabah,Kinabatangan,Tuan,Abdul Ghani Bin Misbah,,male,bumiputera,BN - BERJAYA,,,,,20
5,P015,Kedah,Kulim,Tuan,Abdul Kadir Sheikh Fadzir,,male,bumiputera,BN - UMNO,,,,,36
5,P018,Kelantan,Pasir Mas,Tuan,Abdul Rahman Bin Daud,,male,bumiputera,BN - UMNO,,,,,50
5,P142,Sarawak,Paloh,Datuk Patinggi Tan Sri (Dr) Haji,Abdul Rahman Bin Ya'kub,,male,bumiputera,BN - PBB,,,,resign,55
5,P074,Selangor,Tanjung Karang,Tuan,Abdul Shukur Bin Haji Siraj,,male,bumiputera,BN - UMNO,,,,,68
5,P008,Kedah,Kota Setar,Datuk Haji,Abu Bakar Bin Umar,,male,bumiputera,PAS,,,,,86
5,P030,Terengganu,Ulu Terengganu,Tuan,Alias Bin Md. Ali,,male,bumiputera,BN - UMNO,,,,,130
5,P125,Sabah,Kimanis,Tuan,A. K. Aliuddin Bin Pengiran Haji Mohd. Tahir,,male,bumiputera,BEBAS,,,,resignation,1
5,P118,Sabah,Labuk Sugut,Tuan Haji,Ampong Bin Puyon,,male,bumiputera,BN - USNO,,,,,136
5,P115,Sabah,Marudu,Datuk,Ashkar Hasbollah,,male,bumiputera,BN - USNO,,,,,144
7,P070,Perak,Telok Intan,Tuan,Ong Tin Kim,,male,chinese,BN - Gerakan,,,,,690
5,P033,Terengganu,Dungun,Tuan,Awang Bin Jabar,,male,bumiputera,BN - UMNO,,,,,149
5,P059,Perak,Batang Padang,Tuan,Azharul Abidin Bin Haji Abdul Rahim,,male,bumiputera,BN - UMNO,,,,,155
5,P137,Sarawak,Simunjan,Tuan,Bujang Bin Haji Ulis,,male,bumiputera,BN - PBB,,,,,176
5,P098,Melaka,Kota Melaka,Tuan,Chan Ah Kow @ Chan Teck Chan,,male,chinese,DAP,,,,,181
5,P088,WP Kuala Lumpur,Sungai Besi,Tuan,Chan Kok Kit @ Chan Kit,,male,chinese,DAP,,,,,184
5,P091,Negeri Sembilan,Seremban,Dr.,Chen Man Hin,,male,chinese,DAP,,,,,199
5,P058,Perak,Batu Gajah,Tuan,Chian Heng Kai,,male,chinese,DAP,,,,,207
5,P079,Selangor,Pelabuhan Kelang,,V. Govindaraj,,male,indian,BN - MIC,,,,,905
5,P143,Sarawak,Sarikei,Tuan,Chieng Tiong Kai,,male,chinese,BN - SUPP,,,,,208
5,P107,Johor,Renggam,Tuan,Chin Hon Ngian,,male,chinese,BN - MCA,,,,,213
5,P078,Selangor,Ulu Langat,Tuan,Chow Poh Kheng,,female,chinese,BN - MCA,,,,,221
5,P041,Pulau Pinang,Bukit Bendera,Tuan,Peter Paul Dason,,male,indian,DAP,,,,,715
5,P086,WP Kuala Lumpur,Damansara,Tuan,V. David,,male,indian,DAP,,,,,904
5,P136,Sarawak,Serian,Tuan,Richard Damping Anak Laki,,male,bumiputera,BN - SUPP,,,,,752
5,P138,Sarawak,Batang Lupar,Tuan,Edwin Anak Tangkun,,male,bumiputera,BN - SNAP,,,,,243
5,P127,Sabah,Keningau,Datuk,Stephen Robert Evans,,male,bumiputera,BN - BERJAYA,,,,,826
5,P123,Sabah,Sandakan,Tuan,Fung Ket Wing,,male,chinese,DAP,,,,,264
5,P129,Sabah,Ulu Padas,Datuk,Harris Bin Mohd. Salleh,,male,bumiputera,BN - BERJAYA,,,,,292
5,P009,Kedah,Ulu Muda,Tuan,Hashim Bin Endut,,male,bumiputera,BN - UMNO,,,,,299
5,P050,Perak,Matang,Tuan,Hashim Bin Ghazali,,male,bumiputera,BN - UMNO,,,,,301
5,P064,Perak,Bagan Datok,Tuan Haji,Hassan Adli Bin Haji Arshad,,male,bumiputera,BN - UMNO,,,,,296
5,P105,Johor,Ayer Hitam,Dr.,Hee Tien Lai,,male,chinese,BN - MCA,,,,,312
5,P130,Sabah,Tawau,Tuan,Hiew Nyuk Ying,,male,chinese,BN - BERJAYA,,,,,316
5,P069,Pahang,Maran,Tuan,Hishamuddin Bin Yahaya,,male,bumiputera,BN - UMNO,,,,,318
5,P023,Kelantan,Tanah Merah,Tuan,Hussein Bin Mahmood,,male,bumiputera,BN - UMNO,,,,,334
5,P021,Kelantan,Rantau Panjang,Tuan,Ibrahim Bin Muhammad,,male,bumiputera,BN - UMNO,,,,,337
5,P112,Johor,Pontian,Tuan Haji,Ikhwan Bin Nasir,,male,bumiputera,BN - UMNO,,,,,344
5,P011,Kedah,Jerai,Tuan,Ismail Bin Arshad,,male,bumiputera,BN - UMNO,,,,,350
5,P034,Terengganu,Kemaman,Tuan,Ismail @ Mansor Bin Said,,male,bumiputera,BN - UMNO,,,,,349
5,P073,Selangor,Sabak Bernam,Tuan,Jamaluddin Bin Suhaimi,,male,bumiputera,BN - UMNO,,,,,363
5,P061,Perak,Hilir Perak,Tuan,Kamaluddin Bin Maamor,,male,bumiputera,BN - UMNO,,,,,403
5,P043,Pulau Pinang,Jelutong,Tuan,Karpal Singh,,male,indian,DAP,,,,,412
5,P120,Sabah,Kinabalu,Tuan,Mark Koding,,male,bumiputera,BEBAS,,,,,512
5,P090,Negeri Sembilan,Mantin,Tuan,Lee Boon Peng,,male,chinese,BN - MCA,,,,,438
